index,Locality Name,buy_rate,buy_rate_trim,buy_rate_lower,buy_rate_higher,buy_rate_avg,Buy Rates Q/Q,Rent_1B,Rent_1B_trim,Rent_1B_Lower,Rent_1B_Upper,Rent_1B_avg,Rent_1B_persqf,Rent_2B,Rent_2B_trim,Rent_2B_Lower,Rent_2B_Upper,Rent_2B_avg,Rent_2B_persqf,Rent_3B,Rent_3B_trim,Rent_3B_Lower,Rent_3B_Upper,Rent_3B_avg,Rent_3B_persqf,Latitude,Longitude
424,Sector-19 Airoli,"Rs.10,668 - 12,452/sq. ft.","10,668 - 12,452",10668.0,12452.0,11560.0,-4.15%,"Rs.13,558 - 15,895","13,558 - 15,895",13558.0,15895.0,14726.5,127%,"Rs.24,225 - 26,648","24,225 - 26,648",24225.0,26648.0,25436.5,220%,,,,,,,19.1593193,72.9906831
425,Sector-19 Koper Khairane,"Rs.7,055 - 8,202/sq. ft.","7,055 - 8,202",7055.0,8202.0,7628.5,,"Rs.8,483 - 10,180","8,483 - 10,180",8483.0,10180.0,9331.5,122%,"Rs.14,025 - 15,938","14,025 - 15,938",14025.0,15938.0,14981.5,196%,,,,,,,,
426,Sector-19 Taloja,"Rs.4,888 - 5,312/sq. ft.","4,888 - 5,312",4888.0,5312.0,5100.0,6.25%,,,,,,,,,,,,,,,,,,,19.0737014,73.08193505
427,Sector-19A Kopar Khairane,"Rs.7,140 - 8,330/sq. ft.","7,140 - 8,330",7140.0,8330.0,7735.0,,,,,,,,,,,,,,,,,,,,,
428,Sector-20 Koparkhairane,"Rs.9,775 - 11,305/sq. ft.","9,775 - 11,305",9775.0,11305.0,10540.0,-2.72%,"Rs.13,260 - 16,320","13,260 - 16,320",13260.0,16320.0,14790.0,140%,"Rs.22,950 - 26,350","22,950 - 26,350",22950.0,26350.0,24650.0,234%,,,,,,,19.1055916,73.0008759
429,Sector-20 Nerul,"Rs.8,882 - 9,988/sq. ft.","8,882 - 9,988",8882.0,9988.0,9435.0,-0.44%,"Rs.9,443 - 12,590","9,443 - 12,590",9443.0,12590.0,11016.5,117%,"Rs.16,830 - 19,890","16,830 - 19,890",16830.0,19890.0,18360.0,195%,,,,,,,19.0370909,73.0233188
430,Sector-20 Roadpali,"Rs.6,205 - 6,715/sq. ft.","6,205 - 6,715",6205.0,6715.0,6460.0,2.68%,"Rs.6,405 - 8,152","6,405 - 8,152",6405.0,8152.0,7278.5,113%,"Rs.10,248 - 13,042","10,248 - 13,042",10248.0,13042.0,11645.0,180%,,,,,,,,
431,Sector-20 Taloja,"Rs.4,292 - 4,675/sq. ft.","4,292 - 4,675",4292.0,4675.0,4483.5,-1.89%,,,,,,,,,,,,,,,,,,,19.0735504,73.0959067
432,Sector-20B Airoli,"Rs.9,562 - 10,880/sq. ft.","9,562 - 10,880",9562.0,10880.0,10221.0,-5.14%,"Rs.14,025 - 16,830","14,025 - 16,830",14025.0,16830.0,15427.5,151%,"Rs.22,950 - 26,010","22,950 - 26,010",22950.0,26010.0,24480.0,240%,,,,,,,19.1608677,72.9953728
433,Sector-23 Juinagar,"Rs.7,565 - 9,265/sq. ft.","7,565 - 9,265",7565.0,9265.0,8415.0,,,,,,,,,,,,,,,,,,,,19.0525578,73.0241666262417
434,Sector-23 Kharghar,"Rs.9,732 - 10,200/sq. ft.","9,732 - 10,200",9732.0,10200.0,9966.0,-4.18%,,,,,,,,,,,,,,,,,,,19.0525298,73.0735111
435,Sector-23 Taloja,"Rs.4,888 - 5,440/sq. ft.","4,888 - 5,440",4888.0,5440.0,5164.0,3.39%,,,,,,,,,,,,,,,,,,,19.0717699,73.098909595726
436,Sector-24 Kamothe,"Rs.7,055 - 7,650/sq. ft.","7,055 - 7,650",7055.0,7650.0,7352.5,8.07%,,,,,,,,,,,,,,,,,,,,
437,Sector-25 Kamothe,"Rs.6,970 - 7,905/sq. ft.","6,970 - 7,905",6970.0,7905.0,7437.5,2.31%,"Rs.7,739 - 9,287","7,739 - 9,287",7739.0,9287.0,8513.0,114%,,,,,,,,,,,,,,
438,Sector-25 Khandeshhwar,"Rs.7,650 - 8,118/sq. ft.","7,650 - 8,118",7650.0,8118.0,7884.0,-2.11%,"Rs.9,706 - 10,217","9,706 - 10,217",9706.0,10217.0,9961.5,126%,"Rs.13,260 - 13,260","13,260 - 13,260",13260.0,13260.0,13260.0,168%,,,,,,,,
439,Sector-27 Kharghar,"Rs.7,055 - 8,712/sq. ft.","7,055 - 8,712",7055.0,8712.0,7883.5,-2.08%,"Rs.6,785 - 7,307","6,785 - 7,307",6785.0,7307.0,7046.0,89%,"Rs.16,356 - 19,082","16,356 - 19,082",16356.0,19082.0,17719.0,225%,"Rs.20,461 - 21,665","20,461 - 21,665",20461.0,21665.0,21063.0,267%,19.0525298,73.0735111
440,Sector-27 Nerul,"Rs.11,475 - 12,495/sq. ft.","11,475 - 12,495",11475.0,12495.0,11985.0,-1.4%,,,,,,,"Rs.17,404 - 20,719","17,404 - 20,719",17404.0,20719.0,19061.5,159%,,,,,,,19.04444325,73.0088874012786
441,Sector-28 Nerul,"Rs.12,920 - 17,170/sq. ft.","12,920 - 17,170",12920.0,17170.0,15045.0,-3.31%,,,,,,,,,,,,,"Rs.53,405 - 58,882","53,405 - 58,882",53405.0,58882.0,56143.5,373%,19.04444325,73.0088874012786
442,Sector-29C Airoli,"Rs.8,628 - 10,752/sq. ft.","8,628 - 10,752",8628.0,10752.0,9690.0,5.99%,"Rs.12,990 - 15,395","12,990 - 15,395",12990.0,15395.0,14192.5,146%,"Rs.22,491 - 25,823","22,491 - 25,823",22491.0,25823.0,24157.0,249%,,,,,,,19.1608677,72.9953728
443,Sector-3 Belpada,"Rs.8,118 - 8,968/sq. ft.","8,118 - 8,968",8118.0,8968.0,8543.0,,"Rs.9,238 - 12,155","9,238 - 12,155",9238.0,12155.0,10696.5,125%,"Rs.15,827 - 19,159","15,827 - 19,159",15827.0,19159.0,17493.0,205%,,,,,,,19.0290316,73.0589142
444,Sector-3 Ulwe,"Rs.6,375 - 7,438/sq. ft.","6,375 - 7,438",6375.0,7438.0,6906.5,7.28%,"Rs.4,628 - 5,657","4,628 - 5,657",4628.0,5657.0,5142.5,74%,,,,,,,,,,,,,18.9871135,73.0403934
445,Sector-30 Belapur,"Rs.9,902 - 10,838/sq. ft.","9,902 - 10,838",9902.0,10838.0,10370.0,2.1%,,,,,,,"Rs.25,372 - 28,417","25,372 - 28,417",25372.0,28417.0,26894.5,259%,,,,,,,19.013788,73.0230134097639
446,Sector-34 Kharghar,"Rs.6,375 - 6,885/sq. ft.","6,375 - 6,885",6375.0,6885.0,6630.0,-3.11%,"Rs.7,902 - 8,395","7,902 - 8,395",7902.0,8395.0,8148.5,123%,,,,,,,,,,,,,19.0737014,73.08193505
447,Sector-34A Kharghar,"Rs.8,968 - 10,200/sq. ft.","8,968 - 10,200",8968.0,10200.0,9584.0,1.82%,,,,,,,"Rs.20,757 - 23,588","20,757 - 23,588",20757.0,23588.0,22172.5,231%,"Rs.28,792 - 30,163","28,792 - 30,163",28792.0,30163.0,29477.5,308%,,
448,Sector-34B Kharghar,"Rs.6,205 - 6,885/sq. ft.","6,205 - 6,885",6205.0,6885.0,6545.0,-6.71%,,,,,,,"Rs.13,222 - 16,333","13,222 - 16,333",13222.0,16333.0,14777.5,226%,,,,,,,,
449,Sector-35 Kamothe,"Rs.6,502 - 7,268/sq. ft.","6,502 - 7,268",6502.0,7268.0,6885.0,1.25%,"Rs.8,010 - 8,511","8,010 - 8,511",8010.0,8511.0,8260.5,120%,"Rs.10,387 - 11,985","10,387 - 11,985",10387.0,11985.0,11186.0,162%,,,,,,,,
450,Sector-35D Kharghar,"Rs.7,182 - 7,905/sq. ft.","7,182 - 7,905",7182.0,7905.0,7543.5,0%,"Rs.8,418 - 9,471","8,418 - 9,471",8418.0,9471.0,8944.5,119%,"Rs.14,960 - 18,700","14,960 - 18,700",14960.0,18700.0,16830.0,223%,"Rs.19,720 - 24,650","19,720 - 24,650",19720.0,24650.0,22185.0,294%,,
451,Sector-35E Kharghar,"Rs.6,800 - 8,118/sq. ft.","6,800 - 8,118",6800.0,8118.0,7459.0,-1.76%,"Rs.8,242 - 10,817","8,242 - 10,817",8242.0,10817.0,9529.5,128%,"Rs.15,150 - 17,991","15,150 - 17,991",15150.0,17991.0,16570.5,222%,"Rs.20,536 - 24,386","20,536 - 24,386",20536.0,24386.0,22461.0,301%,,
452,Sector-35G Kharghar,"Rs.7,990 - 8,840/sq. ft.","7,990 - 8,840",7990.0,8840.0,8415.0,2.07%,"Rs.10,924 - 11,965","10,924 - 11,965",10924.0,11965.0,11444.5,136%,"Rs.14,277 - 16,796","14,277 - 16,796",14277.0,16796.0,15536.5,185%,"Rs.18,958 - 22,513","18,958 - 22,513",18958.0,22513.0,20735.5,246%,,
453,Sector-37 Taloja,"Rs.7,692 - 8,160/sq. ft.","7,692 - 8,160",7692.0,8160.0,7926.0,0%,,,,,,,,,,,,,,,,,,,19.0737014,73.08193505
454,Sector-4 Nerul,"Rs.16,618 - 19,465/sq. ft.","16,618 - 19,465",16618.0,19465.0,18041.5,2.4%,,,,,,,"Rs.40,509 - 46,742","40,509 - 46,742",40509.0,46742.0,43625.5,242%,"Rs.66,300 - 85,000","66,300 - 85,000",66300.0,85000.0,75650.0,419%,19.0370909,73.0233188
455,Sector-42A Seawoods,"Rs.10,285 - 11,390/sq. ft.","10,285 - 11,390",10285.0,11390.0,10837.5,,,,,,,,,,,,,,,,,,,,19.01693915,73.0155842340233
456,Sector-44A Seawoods,"Rs.10,540 - 12,750/sq. ft.","10,540 - 12,750",10540.0,12750.0,11645.0,-4.38%,"Rs.11,772 - 13,656","11,772 - 13,656",11772.0,13656.0,12714.0,109%,,,,,,,,,,,,,19.0127066,73.0116032199443
457,Sector-5 Kamothe,"Rs.5,908 - 6,928/sq. ft.","5,908 - 6,928",5908.0,6928.0,6418.0,,,,,,,,,,,,,,,,,,,,19.028524,73.0916755
458,Sector-5 Kharghar,"Rs.9,052 - 10,115/sq. ft.","9,052 - 10,115",9052.0,10115.0,9583.5,-5.04%,,,,,,,"Rs.18,546 - 21,196","18,546 - 21,196",18546.0,21196.0,19871.0,207%,"Rs.20,502 - 25,058","20,502 - 25,058",20502.0,25058.0,22780.0,238%,19.0525298,73.0735111
459,Sector-5 Kopar Khairane,"Rs.9,775 - 11,688/sq. ft.","9,775 - 11,688",9775.0,11688.0,10731.5,,"Rs.12,155 - 15,428","12,155 - 15,428",12155.0,15428.0,13791.5,129%,"Rs.18,360 - 22,185","18,360 - 22,185",18360.0,22185.0,20272.5,189%,,,,,,,,
460,Sector-50 Seawoods,"Rs.10,795 - 12,622/sq. ft.","10,795 - 12,622",10795.0,12622.0,11708.5,3.79%,"Rs.12,495 - 15,494","12,495 - 15,494",12495.0,15494.0,13994.5,120%,,,,,,,"Rs.34,731 - 43,993","34,731 - 43,993",34731.0,43993.0,39362.0,336%,19.013788,73.0230134097639
461,Sector-58 Seawoods,"Rs.16,532 - 18,445/sq. ft.","16,532 - 18,445",16532.0,18445.0,17488.5,-0.98%,,,,,,,"Rs.36,465 - 43,010","36,465 - 43,010",36465.0,43010.0,39737.5,227%,"Rs.51,232 - 56,771","51,232 - 56,771",51232.0,56771.0,54001.5,309%,19.0095743,73.0146009109826
462,Sector-6 Airoli,"Rs.10,582 - 11,772/sq. ft.","10,582 - 11,772",10582.0,11772.0,11177.0,0.38%,"Rs.14,960 - 17,298","14,960 - 17,298",14960.0,17298.0,16129.0,144%,"Rs.21,326 - 24,608","21,326 - 24,608",21326.0,24608.0,22967.0,205%,,,,,,,19.1528929,72.9688511
463,Sector-6 Ghansoli,"Rs.9,605 - 10,540/sq. ft.","9,605 - 10,540",9605.0,10540.0,10072.5,,"Rs.10,696 - 13,127","10,696 - 13,127",10696.0,13127.0,11911.5,118%,,,,,,,,,,,,,19.1193307,72.9995096
464,Sector-6 Kharghar,"Rs.9,265 - 10,795/sq. ft.","9,265 - 10,795",9265.0,10795.0,10030.0,1.72%,"Rs.11,164 - 12,179","11,164 - 12,179",11164.0,12179.0,11671.5,116%,,,,,,,"Rs.27,956 - 34,034","27,956 - 34,034",27956.0,34034.0,30995.0,309%,19.0525298,73.0735111
465,Sector-6A Kamothe,"Rs.7,352 - 7,990/sq. ft.","7,352 - 7,990",7352.0,7990.0,7671.0,1.69%,,,,,,,,,,,,,,,,,,,,
466,Sector-7 Kamothe,"Rs.6,758 - 7,480/sq. ft.","6,758 - 7,480",6758.0,7480.0,7119.0,1.19%,,,,,,,,,,,,,,,,,,,19.028524,73.0916755
467,Sector-8 Charkop,"Rs.11,518 - 12,665/sq. ft.","11,518 - 12,665",11518.0,12665.0,12091.5,0.71%,"Rs.16,097 - 17,991","16,097 - 17,991",16097.0,17991.0,17044.0,141%,"Rs.21,026 - 23,202","21,026 - 23,202",21026.0,23202.0,22114.0,183%,,,,,,,19.2141193,72.8258652
468,Sector-8 Ghansoli,"Rs.11,348 - 13,048/sq. ft.","11,348 - 13,048",11348.0,13048.0,12198.0,-4.38%,"Rs.16,634 - 18,650","16,634 - 18,650",16634.0,18650.0,17642.0,145%,"Rs.23,664 - 25,242","23,664 - 25,242",23664.0,25242.0,24453.0,200%,,,,,,,19.1193307,72.9995096
469,Sector-8 Kharghar,"Rs.8,798 - 9,902/sq. ft.","8,798 - 9,902",8798.0,9902.0,9350.0,-3.59%,"Rs.10,809 - 11,791","10,809 - 11,791",10809.0,11791.0,11300.0,121%,"Rs.17,391 - 20,869","17,391 - 20,869",17391.0,20869.0,19130.0,205%,"Rs.19,815 - 24,769","19,815 - 24,769",19815.0,24769.0,22292.0,238%,19.0525298,73.0735111
470,Sector-8 Sanpada,"Rs.12,750 - 13,898/sq. ft.","12,750 - 13,898",12750.0,13898.0,13324.0,-3.23%,,,,,,,,,,,,,,,,,,,19.0608108,73.0116669
471,Sector-8 Ulwe,"Rs.6,460 - 7,225/sq. ft.","6,460 - 7,225",6460.0,7225.0,6842.5,4.46%,"Rs.4,216 - 5,270","4,216 - 5,270",4216.0,5270.0,4743.0,69%,"Rs.7,249 - 9,061","7,249 - 9,061",7249.0,9061.0,8155.0,119%,,,,,,,18.9871135,73.0403934
472,Sector-8A Airoli,"Rs.9,860 - 11,390/sq. ft.","9,860 - 11,390",9860.0,11390.0,10625.0,1.65%,"Rs.14,408 - 16,328","14,408 - 16,328",14408.0,16328.0,15368.0,145%,"Rs.20,999 - 24,110","20,999 - 24,110",20999.0,24110.0,22554.5,212%,,,,,,,19.1608677,72.9953728
473,Sector-9 Charkop,"Rs.11,390 - 12,368/sq. ft.","11,390 - 12,368",11390.0,12368.0,11879.0,,,,,,,,,,,,,,,,,,,,19.2141193,72.8258652
474,Sector-9 Kamothe,"Rs.6,120 - 6,800/sq. ft.","6,120 - 6,800",6120.0,6800.0,6460.0,2.61%,,,,,,,,,,,,,,,,,,,19.028524,73.0916755
475,Sector-9 Sanpada,"Rs.12,878 - 15,300/sq. ft.","12,878 - 15,300",12878.0,15300.0,14089.0,-7.22%,,,,,,,"Rs.21,950 - 28,322","21,950 - 28,322",21950.0,28322.0,25136.0,178%,,,,,,,19.0608108,73.0116669
476,Sector-9 Ulwe,"Rs.7,098 - 7,948/sq. ft.","7,098 - 7,948",7098.0,7948.0,7523.0,4.12%,"Rs.5,372 - 5,909","5,372 - 5,909",5372.0,5909.0,5640.5,75%,,,,,,,"Rs.12,856 - 14,025","12,856 - 14,025",12856.0,14025.0,13440.5,179%,18.9871135,73.0403934
477,Seven Bunglow,"Rs.18,275 - 22,738/sq. ft.","18,275 - 22,738",18275.0,22738.0,20506.5,-13.98%,,,,,,,,,,,,,"Rs.56,695 - 69,020","56,695 - 69,020",56695.0,69020.0,62857.5,307%,,
478,Sewri,"Rs.25,882 - 29,538/sq. ft.","25,882 - 29,538",25882.0,29538.0,27710.0,5.57%,"Rs.24,055 - 26,942","24,055 - 26,942",24055.0,26942.0,25498.5,92%,,,,,,,"Rs.72,383 - 85,348","72,383 - 85,348",72383.0,85348.0,78865.5,285%,18.9987796,72.8544218
479,Shahad,"Rs.4,718 - 5,482/sq. ft.","4,718 - 5,482",4718.0,5482.0,5100.0,-2.38%,,,,,,,,,,,,,,,,,,,,
480,Shahpur,"Rs.2,465 - 2,932/sq. ft.","2,465 - 2,932",2465.0,2932.0,2698.5,1.64%,,,,,,,,,,,,,,,,,,,19.4459218,73.3167713
481,Shanti Nagar,"Rs.7,480 - 8,585/sq. ft.","7,480 - 8,585",7480.0,8585.0,8032.5,0%,,,,,,,,,,,,,,,,,,,19.0641916,72.9311514
482,Shanti Park,"Rs.7,990 - 9,010/sq. ft.","7,990 - 9,010",7990.0,9010.0,8500.0,4.76%,,,,,,,,,,,,,,,,,,,19.06013925,72.9147786156804
483,Shastri Nagar,"Rs.5,568 - 6,332/sq. ft.","5,568 - 6,332",5568.0,6332.0,5950.0,0%,,,,,,,,,,,,,,,,,,,19.1380387,72.8280164
484,Shastri Nagar,"Rs.23,502 - 26,690/sq. ft.","23,502 - 26,690",23502.0,26690.0,25096.0,6.4%,"Rs.33,724 - 38,122","33,724 - 38,122",33724.0,38122.0,35923.0,143%,"Rs.46,890 - 52,454","46,890 - 52,454",46890.0,52454.0,49672.0,198%,"Rs.67,215 - 86,238","67,215 - 86,238",67215.0,86238.0,76726.5,306%,19.1380387,72.8280164
485,Sheetal Nagar,"Rs.7,225 - 8,372/sq. ft.","7,225 - 8,372",7225.0,8372.0,7798.5,,,,,,,,,,,,,,,,,,,,19.0588557,72.83183795
486,Sher E Punjab Colony,"Rs.13,855 - 15,002/sq. ft.","13,855 - 15,002",13855.0,15002.0,14428.5,-4.26%,"Rs.22,822 - 24,648","22,822 - 24,648",22822.0,24648.0,23735.0,165%,"Rs.30,336 - 33,864","30,336 - 33,864",30336.0,33864.0,32100.0,222%,,,,,,,19.1276887,72.8627819
487,Shilphata,"Rs.5,312 - 6,162/sq. ft.","5,312 - 6,162",5312.0,6162.0,5737.0,8.8%,"Rs.7,069 - 8,583","7,069 - 8,583",7069.0,8583.0,7826.0,136%,"Rs.10,543 - 12,050","10,543 - 12,050",10543.0,12050.0,11296.5,197%,,,,,,,,
488,Shimpoli,"Rs.15,598 - 18,402/sq. ft.","15,598 - 18,402",15598.0,18402.0,17000.0,-1.21%,,,,,,,,,,,,,,,,,,,19.2228291,72.8409213
489,Shirgaon,"Rs.3,060 - 3,528/sq. ft.","3,060 - 3,528",3060.0,3528.0,3294.0,-2.53%,"Rs.3,510 - 4,012","3,510 - 4,012",3510.0,4012.0,3761.0,114%,"Rs.5,034 - 5,753","5,034 - 5,753",5034.0,5753.0,5393.5,164%,,,,,,,,
490,Shivaji Park,"Rs.30,302 - 36,465/sq. ft.","30,302 - 36,465",30302.0,36465.0,33383.5,-0.26%,"Rs.38,743 - 41,896","38,743 - 41,896",38743.0,41896.0,40319.5,121%,"Rs.62,475 - 69,139","62,475 - 69,139",62475.0,69139.0,65807.0,197%,,,,,,,19.0287453,72.8391613
491,Shree Nagar,"Rs.10,370 - 12,665/sq. ft.","10,370 - 12,665",10370.0,12665.0,11517.5,,,,,,,,,,,,,,,,,,,,19.06742635,72.8961926962407
492,Siddharth Nagar,"Rs.15,215 - 17,425/sq. ft.","15,215 - 17,425",15215.0,17425.0,16320.0,9.68%,"Rs.16,925 - 19,152","16,925 - 19,152",16925.0,19152.0,18038.5,111%,"Rs.25,288 - 28,900","25,288 - 28,900",25288.0,28900.0,27094.0,166%,,,,,,,18.9997147,72.8157192784788
493,Sindhi Society Chembur,"Rs.16,788 - 18,955/sq. ft.","16,788 - 18,955",16788.0,18955.0,17871.5,-0.96%,"Rs.26,444 - 29,438","26,444 - 29,438",26444.0,29438.0,27941.0,156%,"Rs.34,722 - 41,182","34,722 - 41,182",34722.0,41182.0,37952.0,212%,"Rs.50,490 - 55,080","50,490 - 55,080",50490.0,55080.0,52785.0,295%,19.0508747,72.8890543
494,Sion (East),"Rs.20,612 - 25,330/sq. ft.","20,612 - 25,330",20612.0,25330.0,22971.0,-11.35%,,,,,,,,,,,,,,,,,,,19.0428153,72.8653563
495,Sriprastha,"Rs.3,782 - 4,718/sq. ft.","3,782 - 4,718",3782.0,4718.0,4250.0,-5.61%,,,,,,,,,,,,,,,,,,,,
496,Sunder Nagar,"Rs.15,810 - 16,830/sq. ft.","15,810 - 16,830",15810.0,16830.0,16320.0,-4.25%,"Rs.22,772 - 24,710","22,772 - 24,710",22772.0,24710.0,23741.0,145%,"Rs.30,703 - 34,447","30,703 - 34,447",30703.0,34447.0,32575.0,200%,,,,,,,19.173,72.8415
497,Sunil Nagar,"Rs.6,630 - 7,395/sq. ft.","6,630 - 7,395",6630.0,7395.0,7012.5,-3.57%,,,,,,,,,,,,,,,,,,,,
498,SV Patel Nagar,"Rs.18,488 - 20,655/sq. ft.","18,488 - 20,655",18488.0,20655.0,19571.5,0.89%,,,,,,,,,,,,,,,,,,,19.0785633,72.8335936
499,Tagore Nagar,"Rs.10,838 - 12,325/sq. ft.","10,838 - 12,325",10838.0,12325.0,11581.5,,,,,,,,,,,,,,,,,,,,19.1176276,72.9322006
500,Takka Colony,"Rs.6,800 - 7,692/sq. ft.","6,800 - 7,692",6800.0,7692.0,7246.0,5.49%,,,,,,,,,,,,,,,,,,,,
501,Taloja,"Rs.4,420 - 5,100/sq. ft.","4,420 - 5,100",4420.0,5100.0,4760.0,0%,"Rs.4,582 - 5,092","4,582 - 5,092",4582.0,5092.0,4837.0,102%,"Rs.7,130 - 7,922","7,130 - 7,922",7130.0,7922.0,7526.0,158%,"Rs.16,575 - 17,850","16,575 - 17,850",16575.0,17850.0,17212.5,362%,19.0717699,73.098909595726
502,Taloja Panchanand,"Rs.4,675 - 5,440/sq. ft.","4,675 - 5,440",4675.0,5440.0,5057.5,4.35%,"Rs.5,194 - 6,232","5,194 - 6,232",5194.0,6232.0,5713.0,113%,"Rs.7,650 - 9,350","7,650 - 9,350",7650.0,9350.0,8500.0,168%,,,,,,,,
503,Tambe Nagar,"Rs.15,342 - 16,915/sq. ft.","15,342 - 16,915",15342.0,16915.0,16128.5,1.35%,,,,,,,"Rs.31,686 - 33,354","31,686 - 33,354",31686.0,33354.0,32520.0,202%,"Rs.36,992 - 39,168","36,992 - 39,168",36992.0,39168.0,38080.0,236%,,
504,Tardeo,"Rs.38,632 - 49,258/sq. ft.","38,632 - 49,258",38632.0,49258.0,43945.0,0%,,,,,,,,,,,,,,,,,,,18.9672753,72.8221514
505,Teen Haath Naka,"Rs.11,475 - 13,090/sq. ft.","11,475 - 13,090",11475.0,13090.0,12282.5,-8.04%,"Rs.14,178 - 16,541","14,178 - 16,541",14178.0,16541.0,15359.5,125%,"Rs.23,689 - 25,217","23,689 - 25,217",23689.0,25217.0,24453.0,199%,"Rs.42,595 - 43,926","42,595 - 43,926",42595.0,43926.0,43260.5,352%,,
506,Thakur Complex,"Rs.14,535 - 16,150/sq. ft.","14,535 - 16,150",14535.0,16150.0,15342.5,2.24%,"Rs.15,788 - 17,495","15,788 - 17,495",15788.0,17495.0,16641.5,108%,"Rs.25,288 - 26,732","25,288 - 26,732",25288.0,26732.0,26010.0,170%,"Rs.30,196 - 37,485","30,196 - 37,485",30196.0,37485.0,33840.5,221%,19.1353511,72.8173627724411
507,Thakur Village,"Rs.15,810 - 17,935/sq. ft.","15,810 - 17,935",15810.0,17935.0,16872.5,-1.5%,"Rs.17,774 - 20,374","17,774 - 20,374",17774.0,20374.0,19074.0,113%,"Rs.24,692 - 28,220","24,692 - 28,220",24692.0,28220.0,26456.0,157%,"Rs.31,688 - 39,610","31,688 - 39,610",31688.0,39610.0,35649.0,211%,19.2097189,72.8759248
508,Thakurli,"Rs.6,078 - 6,502/sq. ft.","6,078 - 6,502",6078.0,6502.0,6290.0,3.47%,"Rs.6,630 - 7,650","6,630 - 7,650",6630.0,7650.0,7140.0,114%,,,,,,,,,,,,,,
509,Thane (East),"Rs.10,242 - 12,155/sq. ft.","10,242 - 12,155",10242.0,12155.0,11198.5,0%,"Rs.14,144 - 15,912","14,144 - 15,912",14144.0,15912.0,15028.0,134%,"Rs.20,230 - 24,565","20,230 - 24,565",20230.0,24565.0,22397.5,200%,,,,,,,19.1706332,72.9675468
510,Thane West,"Rs.8,968 - 10,838/sq. ft.","8,968 - 10,838",8968.0,10838.0,9903.0,0.88%,"Rs.11,437 - 14,918","11,437 - 14,918",11437.0,14918.0,13177.5,133%,"Rs.17,634 - 21,642","17,634 - 21,642",17634.0,21642.0,19638.0,198%,"Rs.25,245 - 30,982","25,245 - 30,982",25245.0,30982.0,28113.5,284%,19.1706332,72.9675468
511,Tilak Nagar,"Rs.6,502 - 7,608/sq. ft.","6,502 - 7,608",6502.0,7608.0,7055.0,,,,,,,,,,,,,,,,,,,,19.0692377,72.8978464
512,Tilak Nagar,"Rs.13,430 - 15,300/sq. ft.","13,430 - 15,300",13430.0,15300.0,14365.0,1.5%,"Rs.20,332 - 22,984","20,332 - 22,984",20332.0,22984.0,21658.0,151%,"Rs.32,306 - 36,246","32,306 - 36,246",32306.0,36246.0,34276.0,239%,,,,,,,19.0692377,72.8978464
513,Tilak Nagar,"Rs.14,238 - 15,895/sq. ft.","14,238 - 15,895",14238.0,15895.0,15066.5,0.57%,"Rs.21,613 - 23,912","21,613 - 23,912",21613.0,23912.0,22762.5,151%,"Rs.31,688 - 37,233","31,688 - 37,233",31688.0,37233.0,34460.5,229%,"Rs.40,800 - 42,840","40,800 - 42,840",40800.0,42840.0,41820.0,278%,19.0692377,72.8978464
514,Titwala,"Rs.3,570 - 4,208/sq. ft.","3,570 - 4,208",3570.0,4208.0,3889.0,3.41%,"Rs.3,951 - 4,938","3,951 - 4,938",3951.0,4938.0,4444.5,114%,"Rs.6,256 - 7,038","6,256 - 7,038",6256.0,7038.0,6647.0,171%,,,,,,,,
515,Tolaram Colony,"Rs.16,362 - 18,402/sq. ft.","16,362 - 18,402",16362.0,18402.0,17382.0,,,,,,,,"Rs.29,410 - 38,968","29,410 - 38,968",29410.0,38968.0,34189.0,197%,,,,,,,,
516,Ulhasnagar,"Rs.3,358 - 4,335/sq. ft.","3,358 - 4,335",3358.0,4335.0,3846.5,0%,,,,,,,,,,,,,,,,,,,,
517,Ulwe,"Rs.6,672 - 7,522/sq. ft.","6,672 - 7,522",6672.0,7522.0,7097.0,3.73%,"Rs.5,100 - 5,610","5,100 - 5,610",5100.0,5610.0,5355.0,75%,"Rs.7,619 - 9,313","7,619 - 9,313",7619.0,9313.0,8466.0,119%,"Rs.11,586 - 13,903","11,586 - 13,903",11586.0,13903.0,12744.5,180%,18.9871135,73.0403934
518,Umershetpada,"Rs.15,810 - 17,468/sq. ft.","15,810 - 17,468",15810.0,17468.0,16639.0,8.15%,"Rs.23,375 - 25,712","23,375 - 25,712",23375.0,25712.0,24543.5,148%,,,,,,,,,,,,,,
519,Umesh Nagar,"Rs.5,015 - 5,100/sq. ft.","5,015 - 5,100",5015.0,5100.0,5057.5,,,,,,,,,,,,,,,,,,,,,
520,Upper Govind Nagar,"Rs.13,090 - 15,895/sq. ft.","13,090 - 15,895",13090.0,15895.0,14492.5,-6.74%,,,,,,,,,,,,,,,,,,,19.0792567,72.8278771665232
521,Upper Worli,"Rs.31,578 - 34,595/sq. ft.","31,578 - 34,595",31578.0,34595.0,33086.5,-5.31%,"Rs.38,255 - 44,140","38,255 - 44,140",38255.0,44140.0,41197.5,125%,,,,,,,,,,,,,19.0116962,72.8180702
522,Uthalsar,"Rs.9,648 - 11,900/sq. ft.","9,648 - 11,900",9648.0,11900.0,10774.0,-6.72%,,,,,,,,,,,,,,,,,,,,
