,Neighborhood,arts_culture_recreation,bars_nightlife,business_hub,café_fastfoods,cuisine_restaurants,education_colleges,kids_family_residential,nature_view,regular_restaurants,shopping,sports_fitness,stores_daily_conveniences,tourist_interest,transport_vicinity,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Mapping
2554,G B Road,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.935097,72.8255707,Jai Hind College,18.93468895332932,72.8248222737397,College Academic Building,education_colleges
2555,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Kebab Korner,18.935090246815065,72.82402901317175,Indian Restaurant,regular_restaurants
2556,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Baskin Robbins,18.93362861785865,72.82394410597512,Ice Cream Shop,café_fastfoods
2557,G B Road,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,The Bayview - Hotel Marine Plaza,18.93187609686589,72.82303056777508,Italian Restaurant,cuisine_restaurants
2558,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,"The Oriental Blossom, Marine Plaza",18.93160511562937,72.82312062346041,Asian Restaurant,regular_restaurants
2559,G B Road,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.935097,72.8255707,Brabourne Stadium,18.93245732777415,72.82462889677306,Cricket Ground,sports_fitness
2560,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,The J,18.9303738249949,72.82673394356861,Fast Food Restaurant,regular_restaurants
2561,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Burger King,18.93403645599064,72.8270595875146,Fast Food Restaurant,regular_restaurants
2562,G B Road,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.935097,72.8255707,Marine Drive,18.94122056080389,72.82326137405235,Scenic Lookout,nature_view
2563,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,210°C Veg Gourmet Bakery,18.93069965229761,72.82638798801479,Bakery,stores_daily_conveniences
2564,G B Road,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Garware Club House,18.93772596386333,72.8251614946868,General Entertainment,arts_culture_recreation
2565,G B Road,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.935097,72.8255707,Nariman Point,18.929183358305558,72.82223224639894,Scenic Lookout,nature_view
2566,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Food for Thought,18.932030548104752,72.83166719005115,Café,
2567,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Sundance Cafe,18.93231784050613,72.82838374851177,Café,
2568,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Kamling,18.93352563689572,72.82571483129949,Chinese Restaurant,regular_restaurants
2569,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Umame,18.931966467648085,72.8282430677147,Japanese Restaurant,regular_restaurants
2570,G B Road,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,The Sassy Spoon,18.928425922468104,72.82251196171583,Diner,cuisine_restaurants
2571,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Mad Over Donuts,18.935131,72.82691,Donut Shop,café_fastfoods
2572,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.935097,72.8255707,Flora Fountain,18.932703970456927,72.83140292594572,Monument / Landmark,tourist_interest
2573,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Stadium Restaurant & Stores,18.93317339191467,72.82692894166023,Indian Restaurant,regular_restaurants
2574,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Royal China,18.938715239156295,72.83293313173236,Chinese Restaurant,regular_restaurants
2575,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.935097,72.8255707,Churchgate,18.93673671192836,72.82723120789566,Train Station,transport_vicinity
2576,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Starbucks,18.93218954141338,72.83395939223185,Coffee Shop,café_fastfoods
2577,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Balwas,18.939548173209218,72.82831136080152,Indian Restaurant,regular_restaurants
2578,G B Road,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.935097,72.8255707,Sachin Tendulkar Stand,18.939600603290796,72.82563289592339,Cricket Ground,sports_fitness
2579,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.935097,72.8255707,Trident,18.92787752948028,72.82071104273936,Hotel,tourist_interest
2580,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Pratap Lunch Home,18.933605218629197,72.83285417004964,Seafood Restaurant,regular_restaurants
2581,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,Yazdani Bakery,18.93319143074909,72.83359064269625,Bakery,stores_daily_conveniences
2582,G B Road,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.935097,72.8255707,Oval Maidan,18.929771977419428,72.82890558242799,Field,sports_fitness
2583,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,Oxford Bookstore,18.929787876351014,72.82761203158772,Bookstore,stores_daily_conveniences
2584,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Cha Bar,18.929796907305054,72.82746778025907,Coffee Shop,café_fastfoods
2585,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,Kitab Khana,18.932056629383982,72.83177317437162,Bookstore,stores_daily_conveniences
2586,G B Road,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.935097,72.8255707,Bombay Gymkhana,18.937691299778443,72.83097627498172,Athletics & Sports,sports_fitness
2587,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,Zara,18.932453310693468,72.83204218319372,Clothing Store,stores_daily_conveniences
2588,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,Fashion Street,18.93634085305844,72.83043357043529,Flea Market,stores_daily_conveniences
2589,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,The Gaylord Bakeshop,18.93320720556911,72.8262060583246,Bakery,stores_daily_conveniences
2590,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Taste Of Kerala,18.934205482667142,72.833215449282,Indian Restaurant,regular_restaurants
2591,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Samrat Veg Restaurant,18.93067439955052,72.8263198940663,Vegetarian / Vegan Restaurant,regular_restaurants
2592,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Burma Burma,18.929590298584472,72.83204264290255,Asian Restaurant,regular_restaurants
2593,G B Road,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Relish,18.93032032678112,72.8263605683189,Italian Restaurant,cuisine_restaurants
2594,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Khyber Restaurant,18.928133650077747,72.83154069845135,Indian Restaurant,regular_restaurants
2595,G B Road,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.935097,72.8255707,Mumbai Hockey Association Ground,18.937456242018648,72.82633684688966,Hockey Arena,sports_fitness
2596,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,India Jones,18.927878457481015,72.82066393146418,Restaurant,regular_restaurants
2597,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,Dark Temptations,18.94299933727028,72.82810953771249,Bakery,stores_daily_conveniences
2598,G B Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Mockingbird Cafe,18.933294431448253,72.82621384423808,Bar,bars_nightlife
2599,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Starbucks,18.92768725998919,72.8219429614842,Coffee Shop,café_fastfoods
2600,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Cafe Excelsior,18.93770120763569,72.8335661466234,Café,
2601,G B Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Town House Cafe,18.93854995852304,72.83346355505407,Bar,bars_nightlife
2602,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Wet Wicket Bar,18.931776667317962,72.82502603135525,Restaurant,regular_restaurants
2603,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Volga Paan Wala,18.932314635030245,72.83249696356751,Dessert Shop,café_fastfoods
2604,G B Road,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,The Pantry,18.92877469650321,72.8322564768822,Deli / Bodega,cuisine_restaurants
2605,G B Road,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.935097,72.8255707,Horniman Circle,18.932259118563138,72.83451868542195,Park,kids_family_residential
2606,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Fountain Sizzlers Restaurant,18.93136614779034,72.83146171264093,Indian Restaurant,regular_restaurants
2607,G B Road,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Sterling Cineplex,18.938296441250184,72.83310356436478,Multiplex,arts_culture_recreation
2608,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Ideal Corner,18.934961470035773,72.83405011234706,Indian Restaurant,regular_restaurants
2609,G B Road,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Eros Cinema,18.932604757300442,72.82780337384341,Movie Theater,arts_culture_recreation
2610,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.935097,72.8255707,Marine Plaza,18.93156690243895,72.82292132516929,Hotel,tourist_interest
2611,G B Road,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.935097,72.8255707,Churchgate,18.932984931588916,72.82771589249155,Other Great Outdoors,nature_view
2612,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,H Parmesha Fast Food Corner,18.93039231560749,72.83354934229565,Fast Food Restaurant,regular_restaurants
2613,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Vong Wong,18.92785200833918,72.82151939948768,Chinese Restaurant,regular_restaurants
2614,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Mahesh Lunch Home,18.934120608422297,72.83382111973616,Indian Restaurant,regular_restaurants
2615,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.935097,72.8255707,Residency Hotel,18.934977866806893,72.83348094090624,Hotel,tourist_interest
2616,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Oye Kake,18.933033624660574,72.83346286148766,Indian Restaurant,regular_restaurants
2617,G B Road,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Frangipani,18.92790952638596,72.8206791347405,Mediterranean Restaurant,cuisine_restaurants
2618,G B Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Geoffrey's - The Pub,18.931464855704924,72.82294062463923,Bar,bars_nightlife
2619,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,theobroma,18.93022024270289,72.83209172776412,Fast Food Restaurant,regular_restaurants
2620,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Mamagoto,18.928780267715553,72.83229021852334,Asian Restaurant,regular_restaurants
2621,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Markiv's,18.93281690825621,72.8276755021453,Coffee Shop,café_fastfoods
2622,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Mocambo Café,18.934266798708123,72.83369775717813,Café,
2623,G B Road,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Metro Big Cinemas,18.943304149956862,72.82889749328402,Multiplex,arts_culture_recreation
2624,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,Sassanian,18.94275386041039,72.82697469313133,Bakery,stores_daily_conveniences
2625,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Tea Center,18.9377525083072,72.82750817063969,Café,
2626,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.935097,72.8255707,Churchgate Railway Station,18.934705656511547,72.82732929890342,Train Station,transport_vicinity
2627,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,canara juice,18.931111585602835,72.8337335586548,Juice Bar,café_fastfoods
2628,G B Road,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.935097,72.8255707,Bentley Hotel,18.936925341998588,72.82456542542374,Motel,tourist_interest
2629,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Cafe Military,18.930745855423226,72.83202047284554,Fast Food Restaurant,regular_restaurants
2630,G B Road,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.935097,72.8255707,Cross Maidan,18.936337984505986,72.82972097396849,Field,sports_fitness
2631,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Punjabi Moti Halwai,18.932762960768873,72.83338778473325,Indian Restaurant,regular_restaurants
2632,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Jaffer Bhai's Delhi Darbar,18.94267349916182,72.82695413991853,Indian Restaurant,regular_restaurants
2633,G B Road,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.935097,72.8255707,Fabindia,18.928581560855825,72.83138758997352,Clothing Store,stores_daily_conveniences
2634,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Apoorva - The seafood capital,18.93313465833552,72.83452717054064,Seafood Restaurant,regular_restaurants
2635,G B Road,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Cafe Metro,18.943080390306363,72.82840767598752,Coffee Shop,café_fastfoods
2636,G B Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,The Local,18.929855188641305,72.83138345782227,Gastropub,bars_nightlife
2637,G B Road,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Opium Den,18.927874298655254,72.82063626034476,Wine Bar,bars_nightlife
2638,G B Road,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.935097,72.8255707,Little Italy's La Pizzeria,18.943026217978147,72.82502126474827,Italian Restaurant,cuisine_restaurants
2639,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,The Bayview,18.93148662467211,72.82296798371615,Restaurant,regular_restaurants
2640,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,5 Spice,18.94354017123391,72.82515882110565,Chinese Restaurant,regular_restaurants
2641,G B Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.935097,72.8255707,Spices & Flavours,18.930271824282666,72.83341695554218,Indian Restaurant,regular_restaurants
2642,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Narayan Dosa,18.95744533870669,72.81325090399687,Fast Food Restaurant,regular_restaurants
2643,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.9584855,72.8122522,Mani Bhavan Gandhi Sangrahalaya (Gandhi Museum),18.959689304786533,72.81147518378836,History Museum,tourist_interest
2644,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Starbucks,18.956426495409225,72.81206513923615,Coffee Shop,café_fastfoods
2645,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Sukhsagar,18.956065697702588,72.81341376098591,Snack Place,café_fastfoods
2646,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Soam,18.957492031614574,72.80888354503129,Indian Restaurant,regular_restaurants
2647,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Crystal,18.955930610388766,72.8120951495242,Indian Restaurant,regular_restaurants
2648,Gamdevi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.9584855,72.8122522,Girgaum Chowpatty,18.95540503513192,72.81417699004072,Beach,nature_view
2649,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Sukh Sagar Juice Center,18.956124976419424,72.81347537635588,Juice Bar,café_fastfoods
2650,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Cream Centre,18.955504728100184,72.81318601567378,Mexican Restaurant,regular_restaurants
2651,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Govinda's Vegetarian Restaurant,18.95745164319056,72.80999366135798,Indian Restaurant,regular_restaurants
2652,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Kulfi Centre,18.955855350646264,72.81262569949693,Ice Cream Shop,café_fastfoods
2653,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Bachelorr's Ice Creams,18.95411268761572,72.81539588202173,Ice Cream Shop,café_fastfoods
2654,Gamdevi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Kobe Sizzlers,18.95660470617759,72.81346491373459,Steakhouse,cuisine_restaurants
2655,Gamdevi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Café New York,18.958107623967862,72.8109995260391,Gastropub,bars_nightlife
2656,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Starbucks Coffee,18.9564316265885,72.81205759261528,Coffee Shop,café_fastfoods
2657,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.9584855,72.8122522,B:Blunt,18.96041,72.809329,Salon / Barbershop,stores_daily_conveniences
2658,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,symphony,18.96334673956512,72.81025132774622,Restaurant,regular_restaurants
2659,Gamdevi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.9584855,72.8122522,Mafatlal Hindu Bath & Boating Club,18.953616,72.815366,Harbor / Marina,nature_view
2660,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Govindas,18.957467400710087,72.8098425904172,Indian Restaurant,regular_restaurants
2661,Gamdevi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Bharatiya Vidya Bhavan,18.957283323527545,72.81048529521672,Theater,arts_culture_recreation
2662,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Swati Snacks,18.96644170253803,72.81353124991814,Indian Restaurant,regular_restaurants
2663,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Babulnath Dosa Centre,18.956984657219515,72.80903007106785,Indian Restaurant,regular_restaurants
2664,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.9584855,72.8122522,Royal Opera House,18.955518807919887,72.81426380148496,Opera House,stores_daily_conveniences
2665,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Mama Mia!,18.957481183215908,72.8131199066688,Breakfast Spot,regular_restaurants
2666,Gamdevi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Doolally Taproom,18.963808658901762,72.80769462764825,Brewery,bars_nightlife
2667,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.9584855,72.8122522,Crossword,18.963473908470725,72.80777306112464,Bookstore,stores_daily_conveniences
2668,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.9584855,72.8122522,B. Merwan & Co.,18.96246347209398,72.81600477909575,Bakery,stores_daily_conveniences
2669,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Tewari Bros. Mithaiwala,18.956510062309206,72.81575370543813,Indian Restaurant,regular_restaurants
2670,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.9584855,72.8122522,Lamington Road,18.960565915969827,72.81722571826059,Electronics Store,stores_daily_conveniences
2671,Gamdevi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.9584855,72.8122522,Hanging Gardens,18.956328289149532,72.80537324230706,Park,kids_family_residential
2672,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.9584855,72.8122522,Krishna Palace Residency Hotel,18.962266372456128,72.81395955048289,Hotel,tourist_interest
2673,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Patil juice center,18.9545309791176,72.81788540987006,Juice Bar,café_fastfoods
2674,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Sukh Sagar Hotel,18.955875862047343,72.81313084318137,Fast Food Restaurant,regular_restaurants
2675,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Prakash Paan Wala,18.957074,72.810428,Restaurant,regular_restaurants
2676,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Gustoso,18.964198,72.807726,Pizza Place,café_fastfoods
2677,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.9584855,72.8122522,Westside,18.958839128105122,72.81074558942929,Clothing Store,stores_daily_conveniences
2678,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Starbucks,18.963767999999998,72.80728,Coffee Shop,café_fastfoods
2679,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Thacker's,18.954042099856974,72.81487053191731,Indian Restaurant,regular_restaurants
2680,Gamdevi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Roxy Theatre,18.955020348480133,72.81648134886656,Indie Movie Theater,arts_culture_recreation
2681,Gamdevi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,China Garden,18.96390281359304,72.80705247408125,Bar,bars_nightlife
2682,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Domino's Pizza,18.956,72.814,Pizza Place,café_fastfoods
2683,Gamdevi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,New Yorker,18.95536,72.813698,Italian Restaurant,cuisine_restaurants
2684,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Saffron Bay,18.954689528471008,72.81479641132391,Restaurant,regular_restaurants
2685,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Shiv Krishna,18.956796255783264,72.81664868791985,Indian Restaurant,regular_restaurants
2686,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Café Ideal,18.95573168956585,72.81288695771747,Indian Restaurant,regular_restaurants
2687,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Baskin Robbins,18.955298350575053,72.81381429512079,Ice Cream Shop,café_fastfoods
2688,Gamdevi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Tejpal Hall,18.962768550276056,72.80907792391727,Concert Hall,arts_culture_recreation
2689,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Subway,18.95680237611825,72.81660252543382,Sandwich Place,café_fastfoods
2690,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Nityanand Hotel,18.95738465068936,72.81951462266575,Vegetarian / Vegan Restaurant,regular_restaurants
2691,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Domino's Pizza,18.953,72.817,Pizza Place,café_fastfoods
2692,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Panchratna Jalebi House,18.95482496850821,72.81713096387607,Breakfast Spot,regular_restaurants
2693,Gamdevi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,S & F Spices and Flavours,18.9551640870248,72.8076139640838,Food & Drink Shop,bars_nightlife
2694,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Asian Street Kitchen,18.954779698769368,72.81445063372827,Asian Restaurant,regular_restaurants
2695,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Moshe's,18.963437500081216,72.80781003610176,Café,
2696,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Say Cheese,18.95423508702571,72.81819872937999,Fast Food Restaurant,regular_restaurants
2697,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.9584855,72.8122522,Charni Road Railway Station,18.952400452708822,72.81782582837181,Train Station,transport_vicinity
2698,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Ice Cream Works,18.95462691245511,72.81469831528752,Ice Cream Shop,café_fastfoods
2699,Gamdevi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Little Italy,18.95481411813593,72.81727938201153,Italian Restaurant,cuisine_restaurants
2700,Gamdevi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Baroke,18.96224569240366,72.81373288659559,Lounge,bars_nightlife
2701,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Vasant Bhuvan Veg Restaurant,18.95901767351098,72.8173699756332,Fast Food Restaurant,regular_restaurants
2702,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,The Flute,18.962303300047036,72.8139775967293,Chinese Restaurant,regular_restaurants
2703,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Shalimar juice centre,18.954379298642664,72.81815908170373,Juice Bar,café_fastfoods
2704,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.9584855,72.8122522,Lamington Road,18.959363047264482,72.81730073210497,Electronics Store,stores_daily_conveniences
2705,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Cafe Coffee Day,18.955539110098513,72.81867813846951,Coffee Shop,café_fastfoods
2706,Gamdevi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Cafe Coffee Day,18.966998536545987,72.81398279008906,Coffee Shop,café_fastfoods
2707,Gamdevi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.9584855,72.8122522,Golden Star Thali,18.95289214100704,72.81754087807279,Indian Restaurant,regular_restaurants
2708,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,Cafe Coffee Day,18.95403097099501,72.81639479413897,Café,
2709,Gamdevi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9584855,72.8122522,di bella,18.965555598917025,72.80700445316842,Café,
