,Neighborhood,arts_culture_recreation,bars_nightlife,business_hub,café_fastfoods,cuisine_restaurants,education_colleges,kids_family_residential,nature_view,regular_restaurants,shopping,sports_fitness,stores_daily_conveniences,tourist_interest,transport_vicinity,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Mapping
6169,Motilal Nagar II,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.1628987,72.8355871,Goregaon BEST Bus Depot,19.154601291964696,72.83544763563428,Bus Station,transport_vicinity
6170,Motilal Nagar II,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.1628987,72.8355871,sbarro,19.171313378085973,72.83539570683386,Italian Restaurant,cuisine_restaurants
6171,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Vishwa Bharti,19.172547973497288,72.95599200708861,Indian Restaurant,regular_restaurants
6172,Mulund,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Naturals Icecream,19.17058103312135,72.96057348592083,Ice Cream Shop,café_fastfoods
6173,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,R Steam Hot,19.17568793584445,72.95247687986294,Fast Food Restaurant,regular_restaurants
6174,Mulund,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Tarkeshwar Snacks & Juice Center,19.17222805054873,72.95067309436331,Snack Place,café_fastfoods
6175,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Bansuri,19.171885050355733,72.95883038940019,Asian Restaurant,regular_restaurants
6176,Mulund,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Naturals Ice Cream,19.171515420122525,72.95012739341136,Dessert Shop,café_fastfoods
6177,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,McDonald's,19.17308364629744,72.95693614733919,Fast Food Restaurant,regular_restaurants
6178,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Bawarchi,19.169124882505066,72.95911059695204,Indian Restaurant,regular_restaurants
6179,Mulund,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Prabhu ice cream,19.17261052371686,72.95602387680108,Ice Cream Shop,café_fastfoods
6180,Mulund,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.1722904,72.9564695,"R mall, Mulund west",19.175374657905586,72.95050597942175,Shopping Mall,shopping
6181,Mulund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Cafe Coffee Day,19.171342375858764,72.954646725744,Café,
6182,Mulund,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1722904,72.9564695,Mulund West Market,19.173005442589997,72.95452561859067,Flea Market,stores_daily_conveniences
6183,Mulund,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1722904,72.9564695,Kalidas Badminton Court,19.17411845495967,72.9488774316699,Athletics & Sports,sports_fitness
6184,Mulund,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Pizza Hut,19.17624020182989,72.95840101681532,Pizza Place,café_fastfoods
6185,Mulund,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.1722904,72.9564695,Mulund Railway Station,19.172394785160574,72.95666456222534,Train Station,transport_vicinity
6186,Mulund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Cafe Coffee Day,19.168093698278472,72.96102494838202,Café,
6187,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Campus Hotel,19.168093,72.96100600000001,Indian Restaurant,regular_restaurants
6188,Mulund,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Sandeep Bar and Restaurant,19.175878496358443,72.95238333475876,Bar,bars_nightlife
6189,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Amantran,19.16629764641505,72.9496207269146,Indian Restaurant,regular_restaurants
6190,Mulund,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Mahakavi Kalidas Natya Mandir,19.173408099128253,72.94901229414637,Theater,arts_culture_recreation
6191,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Kirti Mahal,19.175562475011688,72.95257789948663,Indian Restaurant,regular_restaurants
6192,Mulund,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Domino's Pizza,19.16942823984859,72.95881498378063,Pizza Place,café_fastfoods
6193,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Hotel Vihar,19.17115339512398,72.95651435852052,Vegetarian / Vegan Restaurant,regular_restaurants
6194,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Shree Ganesh Snacks,19.173668404425847,72.9564748595451,Breakfast Spot,regular_restaurants
6195,Mulund,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Mahalaxmi Dairy Farm,19.171741156470212,72.9563856124878,Ice Cream Shop,café_fastfoods
6196,Mulund,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,Mocha,19.174086490166694,72.95852788890035,Moroccan Restaurant,cuisine_restaurants
6197,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Shubham (Quick Chef),19.174765618595284,72.95808383630556,Restaurant,regular_restaurants
6198,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Sitara Restaurant & Bar,19.17489694984957,72.9578992947227,Restaurant,regular_restaurants
6199,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Kampa,19.168042075605488,72.96131222122473,Chinese Restaurant,regular_restaurants
6200,Mulund,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1722904,72.9564695,BaBa Paan n BiDi Shop,19.170485122897613,72.96060973476389,Smoke Shop,stores_daily_conveniences
6201,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,Achija Fast Food Hotel,19.17150161805354,72.95030059823549,Fast Food Restaurant,regular_restaurants
6202,Mulund,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1722904,72.9564695,Bodyline,19.17359699426737,72.96249549072458,Gym,sports_fitness
6203,Mulund,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1722904,72.9564695,Apna Bazaar,19.167953924314688,72.95199680525505,Convenience Store,stores_daily_conveniences
6204,Mulund,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1722904,72.9564695,tapri,19.166299291352328,72.95439874436366,Coffee Shop,café_fastfoods
6205,Mulund,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1722904,72.9564695,"Rajdhani Thali - Nirmal Lifestyle, Mumbai",19.17879427779498,72.96035022589804,Indian Restaurant,regular_restaurants
6206,Mulund,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.1722904,72.9564695,A to Z Need,19.175826006057306,72.96420246175289,Furniture / Home Store,shopping
6207,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Naturals Icecream,19.17058103312135,72.96057348592083,Ice Cream Shop,café_fastfoods
6208,Mulund (East),0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.1704719,72.9610447,Sambhaji Raje Ground,19.16746295463445,72.9645484678931,Playground,kids_family_residential
6209,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Vishwa Bharti,19.172547973497288,72.95599200708861,Indian Restaurant,regular_restaurants
6210,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Bawarchi,19.169124882505066,72.95911059695204,Indian Restaurant,regular_restaurants
6211,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Bansuri,19.171885050355733,72.95883038940019,Asian Restaurant,regular_restaurants
6212,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,McDonald's,19.17308364629744,72.95693614733919,Fast Food Restaurant,regular_restaurants
6213,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Prabhu ice cream,19.17261052371686,72.95602387680108,Ice Cream Shop,café_fastfoods
6214,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Cafe Coffee Day,19.168093698278472,72.96102494838202,Café,
6215,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Campus Hotel,19.168093,72.96100600000001,Indian Restaurant,regular_restaurants
6216,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Pizza Hut,19.17624020182989,72.95840101681532,Pizza Place,café_fastfoods
6217,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Cafe Coffee Day,19.171342375858764,72.954646725744,Café,
6218,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1704719,72.9610447,Mulund West Market,19.173005442589997,72.95452561859067,Flea Market,stores_daily_conveniences
6219,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Domino's Pizza,19.16942823984859,72.95881498378063,Pizza Place,café_fastfoods
6220,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.1704719,72.9610447,Mulund Railway Station,19.172394785160574,72.95666456222534,Train Station,transport_vicinity
6221,Mulund (East),0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1704719,72.9610447,Mulund Gymkhana,19.1660444725222,72.96520587816562,Gym / Fitness Center,sports_fitness
6222,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Kampa,19.168042075605488,72.96131222122473,Chinese Restaurant,regular_restaurants
6223,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1704719,72.9610447,BaBa Paan n BiDi Shop,19.170485122897613,72.96060973476389,Smoke Shop,stores_daily_conveniences
6224,Mulund (East),0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1704719,72.9610447,Bodyline,19.17359699426737,72.96249549072458,Gym,sports_fitness
6225,Mulund (East),0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Mocha,19.174086490166694,72.95852788890035,Moroccan Restaurant,cuisine_restaurants
6226,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Kunj Vihar,19.172498639166093,72.95625571491189,Burger Joint,café_fastfoods
6227,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Shubham (Quick Chef),19.174765618595284,72.95808383630556,Restaurant,regular_restaurants
6228,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Sitara Restaurant & Bar,19.17489694984957,72.9578992947227,Restaurant,regular_restaurants
6229,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,Creamchills,19.166038648680185,72.95754174499702,Ice Cream Shop,café_fastfoods
6230,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.1704719,72.9610447,Mithagar Busstop,19.165781322668842,72.9641909282062,Bus Station,transport_vicinity
6231,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1704719,72.9610447,HDFC Bank,19.16470587249868,72.96197146629954,Bank,stores_daily_conveniences
6232,Mulund (East),0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.1704719,72.9610447,A to Z Need,19.175826006057306,72.96420246175289,Furniture / Home Store,shopping
6233,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Kothari sweets and farsan,19.171261006274904,72.95448524952579,Indian Restaurant,regular_restaurants
6234,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,CreamChills Ice Creams,19.173850147198863,72.95518882367244,Ice Cream Shop,café_fastfoods
6235,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1704719,72.9610447,A to Z General Stores,19.17624393449066,72.96566721761704,Smoke Shop,stores_daily_conveniences
6236,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Food Court,19.171415536809324,72.95333184477013,Food Court,regular_restaurants
6237,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,tapri,19.166299291352328,72.95439874436366,Coffee Shop,café_fastfoods
6238,Mulund (East),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1704719,72.9610447,Pramanik General Stores,19.17729354099125,72.95741487238405,Convenience Store,stores_daily_conveniences
6239,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,Sainath Dhaba,19.174827870479852,72.96825646859126,Indian Restaurant,regular_restaurants
6240,Mulund (East),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1704719,72.9610447,"Rajdhani Thali - Nirmal Lifestyle, Mumbai",19.17879427779498,72.96035022589804,Indian Restaurant,regular_restaurants
6241,Mulund (East),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,McDonald's,19.168481976562425,72.95222457092889,Burger Joint,café_fastfoods
6242,Mulund (East),0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.1704719,72.9610447,ekvira dhaba,19.176589000538602,72.96746066618681,Diner,cuisine_restaurants
6243,Mulund (West),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Tarkeshwar Snacks & Juice Center,19.17222805054873,72.95067309436331,Snack Place,café_fastfoods
6244,Mulund (West),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Naturals Ice Cream,19.171515420122525,72.95012739341136,Dessert Shop,café_fastfoods
6245,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,R Steam Hot,19.17568793584445,72.95247687986294,Fast Food Restaurant,regular_restaurants
6246,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Vishwa Bharti,19.172547973497288,72.95599200708861,Indian Restaurant,regular_restaurants
6247,Mulund (West),0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.1719717,72.95119559999998,"R mall, Mulund west",19.175374657905586,72.95050597942175,Shopping Mall,shopping
6248,Mulund (West),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Naturals Icecream,19.17058103312135,72.96057348592083,Ice Cream Shop,café_fastfoods
6249,Mulund (West),0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1719717,72.95119559999998,Mantra Gym,19.16719149479834,72.94374500814186,Gym,sports_fitness
6250,Mulund (West),0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1719717,72.95119559999998,Kalidas Badminton Court,19.17411845495967,72.9488774316699,Athletics & Sports,sports_fitness
6251,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Shiv Sagar,19.17875208994181,72.94880775271967,Indian Restaurant,regular_restaurants
6252,Mulund (West),0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Royal Treat Sip n Dine,19.171614113621498,72.94283560396211,Diner,cuisine_restaurants
6253,Mulund (West),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Prabhu ice cream,19.17261052371686,72.95602387680108,Ice Cream Shop,café_fastfoods
6254,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,McDonald's,19.17308364629744,72.95693614733919,Fast Food Restaurant,regular_restaurants
6255,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Bawarchi,19.169124882505066,72.95911059695204,Indian Restaurant,regular_restaurants
6256,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Bansuri,19.171885050355733,72.95883038940019,Asian Restaurant,regular_restaurants
6257,Mulund (West),1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Mahakavi Kalidas Natya Mandir,19.173408099128253,72.94901229414637,Theater,arts_culture_recreation
6258,Mulund (West),0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Cafe Coffee Day,19.171342375858764,72.954646725744,Café,
6259,Mulund (West),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1719717,72.95119559999998,Mulund West Market,19.173005442589997,72.95452561859067,Flea Market,stores_daily_conveniences
6260,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Amantran,19.16629764641505,72.9496207269146,Indian Restaurant,regular_restaurants
6261,Mulund (West),0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Sandeep Bar and Restaurant,19.175878496358443,72.95238333475876,Bar,bars_nightlife
6262,Mulund (West),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Pizza Hut,19.17624020182989,72.95840101681532,Pizza Place,café_fastfoods
6263,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Kirti Mahal,19.175562475011688,72.95257789948663,Indian Restaurant,regular_restaurants
6264,Mulund (West),0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.1719717,72.95119559999998,Mulund Railway Station,19.172394785160574,72.95666456222534,Train Station,transport_vicinity
6265,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Achija Fast Food Hotel,19.17150161805354,72.95030059823549,Fast Food Restaurant,regular_restaurants
6266,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Woodlands Retreat,19.175689829364828,72.9436487908259,Indian Restaurant,regular_restaurants
6267,Mulund (West),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Domino's Pizza,19.16942823984859,72.95881498378063,Pizza Place,café_fastfoods
6268,Mulund (West),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1719717,72.95119559999998,Apna Bazaar,19.167953924314688,72.95199680525505,Convenience Store,stores_daily_conveniences
6269,Mulund (West),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Mahalaxmi Dairy Farm,19.171741156470212,72.9563856124878,Ice Cream Shop,café_fastfoods
6270,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Hotel Vihar,19.17115339512398,72.95651435852052,Vegetarian / Vegan Restaurant,regular_restaurants
6271,Mulund (West),0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,rude Lounge - Mulund,19.17805103312611,72.94431217416674,Lounge,bars_nightlife
6272,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Shree Ganesh Snacks,19.173668404425847,72.9564748595451,Breakfast Spot,regular_restaurants
6273,Mulund (West),0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,tapri,19.166299291352328,72.95439874436366,Coffee Shop,café_fastfoods
6274,Mulund (West),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1719717,72.95119559999998,World of Titan,19.167912352447942,72.94567309501916,Electronics Store,stores_daily_conveniences
6275,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Bhagat Vadapav,19.165462822309472,72.94885081409431,Fast Food Restaurant,regular_restaurants
6276,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Sitara Restaurant & Bar,19.17489694984957,72.9578992947227,Restaurant,regular_restaurants
6277,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,Shubham (Quick Chef),19.174765618595284,72.95808383630556,Restaurant,regular_restaurants
6278,Mulund (West),0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.1719717,72.95119559999998,Mocha,19.174086490166694,72.95852788890035,Moroccan Restaurant,cuisine_restaurants
6279,Mulund (West),0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1719717,72.95119559999998,Bhavesh Stores,19.178184974996935,72.94494065646505,Department Store,stores_daily_conveniences
6280,Mulund (West),0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.1719717,72.95119559999998,fitness and muscle,19.170591945750076,72.96046833129314,Gym,sports_fitness
6281,Mulund (West),0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1719717,72.95119559999998,China Garden,19.17056039515101,72.96056738952488,Chinese Restaurant,regular_restaurants
6282,Mulund Colony,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,Rasna Steam Hot,19.18082204778822,72.94031417736666,Snack Place,café_fastfoods
6283,Mulund Colony,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.1777778,72.93835109999998,Cypruss,19.180718310173408,72.94023454074872,Mountain,nature_view
6284,Mulund Colony,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,Love and Latte,19.17305716300791,72.94139258175719,Coffee Shop,café_fastfoods
6285,Mulund Colony,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,Royal Treat Sip n Dine,19.171614113621498,72.94283560396211,Diner,cuisine_restaurants
6286,Mulund Colony,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.1777778,72.93835109999998,Mulund Colony,19.176728993926112,72.93776448897155,Plaza,shopping
6287,Mulund Colony,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,Shloka dining bar,19.181108,72.94623,Wine Bar,bars_nightlife
6288,Mulund Colony,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,Baskin Robbins,19.18064296245575,72.93941700000005,Ice Cream Shop,café_fastfoods
6289,Mulund Colony,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1777778,72.93835109999998,Maroosh,19.180829294658267,72.94635787333246,Fast Food Restaurant,regular_restaurants
6290,Mulund Colony,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1777778,72.93835109999998,Woodlands Retreat,19.175689829364828,72.9436487908259,Indian Restaurant,regular_restaurants
6291,Mulund Colony,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,rude Lounge - Mulund,19.17805103312611,72.94431217416674,Lounge,bars_nightlife
6292,Mulund Colony,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.1777778,72.93835109999998,China Garden,19.181304280513913,72.94073901420114,Chinese Restaurant,regular_restaurants
6293,Mulund Colony,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,Cafe Coffee Day,19.18082039146523,72.9402537302981,Coffee Shop,café_fastfoods
6294,Mulund Colony,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.1777778,72.93835109999998,Yogi Hills,19.184414570309087,72.93835415633166,Mountain,nature_view
6295,Mulund Colony,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.1777778,72.93835109999998,On the Hills,19.179499712077305,72.94118038520803,Trail,nature_view
6296,Mulund Colony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,"Cafe Chokolade, Mulund (West)",19.179766929209205,72.94185876846312,Café,
6297,Mulund Colony,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.1777778,72.93835109999998,Rally Wolf Bus Stop,19.1719305965948,72.94113424654118,Bus Station,transport_vicinity
6298,Mulund Colony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,D'Crepes Cafe,19.181168,72.946445,Café,
6299,Mulund Colony,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.1777778,72.93835109999998,minus zero degree- ice cream,19.18508397720948,72.94347698912091,Ice Cream Shop,café_fastfoods
6300,Mulund Colony,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.1777778,72.93835109999998,Johnson Garden,19.185085046030526,72.94347577258588,Park,kids_family_residential
6301,Mulund Colony,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.1777778,72.93835109999998,Ribbons And Balloons,19.16931544484976,72.93589168226531,Bakery,stores_daily_conveniences
6302,Mulund Colony,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.1777778,72.93835109999998,Mulund Bus Depot,19.17582166023397,72.94746092767815,Bus Station,transport_vicinity
6303,Mumbai Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.970174,72.81921329999999,Oh! Calcutta,18.972467526216324,72.81563801608259,Bengali Restaurant,regular_restaurants
6304,Mumbai Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.970174,72.81921329999999,Swati Snacks,18.96644170253803,72.81353124991814,Indian Restaurant,regular_restaurants
6305,Mumbai Central,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.970174,72.81921329999999,Willingdon Sports Club,18.97692539446803,72.81525635164282,Golf Course,sports_fitness
6306,Mumbai Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.970174,72.81921329999999,Chinese Palace,18.972650375746568,72.81418652853344,Chinese Restaurant,regular_restaurants
6307,Mumbai Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.970174,72.81921329999999,Naturals,18.968103524360192,72.82018586251398,Ice Cream Shop,café_fastfoods
6308,Mumbai Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.970174,72.81921329999999,Amrut Punjab,18.96793245875093,72.82027341075366,Restaurant,regular_restaurants
6309,Mumbai Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.970174,72.81921329999999,Sardar Pav Bhaji,18.96974040018574,72.81522103728183,Snack Place,café_fastfoods
6310,Mumbai Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.970174,72.81921329999999,Maji Sagar,18.97268335213164,72.81468320244811,Fast Food Restaurant,regular_restaurants
6311,Mumbai Central,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.970174,72.81921329999999,Theobroma,18.97073491400404,72.80981586266414,Bakery,stores_daily_conveniences
6312,Mumbai Central,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.970174,72.81921329999999,Celejor,18.97584443166727,72.8236785218938,Bakery,stores_daily_conveniences
6313,Mumbai Central,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.970174,72.81921329999999,Maratha Mandir,18.97126637186421,72.82181883124393,Movie Theater,arts_culture_recreation
6314,Mumbai Central,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.970174,72.81921329999999,B. Merwan & Co.,18.96246347209398,72.81600477909575,Bakery,stores_daily_conveniences
6315,Mumbai Central,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.970174,72.81921329999999,Pronto,18.97529515844261,72.81278254955731,Italian Restaurant,cuisine_restaurants
6316,Mumbai Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.970174,72.81921329999999,Chung Fa,18.97110231842669,72.81488873697992,Chinese Restaurant,regular_restaurants
6317,Mumbai Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.970174,72.81921329999999,Domino's Pizza,18.96921068277889,72.8161928329839,Pizza Place,café_fastfoods
6318,Mumbai Central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.970174,72.81921329999999,McDonald's,18.96972239217153,72.81975309512174,Fast Food Restaurant,regular_restaurants
